cleanup_id,gvp_id,complaint_id,cleaned_date,response_time_hours,waste_collected_kg,cost_estimate,cleaned_by
CL00396,GVP271,C00408,2025-04-28,57,57.5,349.74,Team C
CL00397,GVP111,C02686,2026-11-08,35,320,1611.9,Team B
CL00398,GVP155,C01921,2025-11-29,51,247.5,1038.91,Team D
CL00399,GVP298,C01872,2026-12-24,159,195.8,975.09,Team C
CL00400,GVP016,C00468,2026-06-06,60,103.1,557.48,Team D
CL00401,GVP186,C00372,2025-06-25,45,67.9,363.41,Team D
CL00402,GVP076,C02245,2025-06-19,67,68.5,331.54,Team A
CL00403,GVP096,C00910,2026-06-06,72,224.9,1204.93,Team C
CL00404,GVP203,C01581,2026-08-17,95,174.1,961.53,Team C
CL00405,GVP050,C02118,2025-06-07,33,180.4,869.65,Team B
CL00406,GVP049,C00085,2025-02-13,64,140.2,615.14,Team D
CL00407,GVP227,C03338,2026-03-14,59,72.2,404.2,Team C
CL00408,GVP130,C01526,2026-05-27,111,209.4,971.19,Team B
CL00409,GVP160,C01545,2025-08-08,37,203.8,982.34,Team B
CL00410,GVP234,C03530,2025-03-31,51,123.7,804.99,Team A
CL00411,GVP226,C02633,2025-04-21,36,320,1620.86,Team B
CL00412,GVP012,C03428,2025-06-10,80,118.7,747.31,Team B
CL00413,GVP086,C03628,2025-12-16,57,66.2,462.9,Team D
CL00414,GVP111,C01087,2026-03-10,19,104.6,562.92,Team A
CL00415,GVP055,C01064,2025-01-26,43,147.2,769.28,Team D
CL00416,GVP130,C00058,2025-03-26,16,46.3,312.17,Team B
CL00417,GVP268,C03350,2026-06-17,53,95.2,509.72,Team C
CL00418,GVP244,C03136,2025-09-09,93,212.7,905.4,Team A
CL00419,GVP030,C02444,2026-04-17,89,52.4,321.6,Team D
CL00420,GVP146,C00224,2025-02-14,30,113.2,562.43,Team A
CL00421,GVP208,C00040,2025-11-24,48,122.7,654.33,Team D
CL00422,GVP198,C00778,2025-04-15,33,94.3,502.11,Team A
CL00423,GVP007,C02035,2025-05-25,23,184.0,854.72,Team D
CL00424,GVP029,C01396,2026-03-26,52,277.4,1230.01,Team A
CL00425,GVP041,C00016,2025-12-03,80,53.7,250.13,Team C
CL00426,GVP051,C02802,2026-02-17,36,56.6,255.5,Team D
CL00427,GVP134,C03673,2026-04-22,111,278.9,1288.79,Team D
CL00428,GVP151,C03547,2026-09-14,30,162.5,788.78,Team C
CL00429,GVP055,C00043,2026-06-14,14,169.6,961.92,Team B
CL00430,GVP239,C01383,2025-12-18,38,153.4,910.14,Team D
CL00431,GVP149,C02445,2026-10-01,54,43.1,302.13,Team D
CL00432,GVP162,C01248,2026-07-11,36,279.3,1177.31,Team C
CL00433,GVP262,C02764,2026-01-20,57,66.2,435.36,Team B
CL00434,GVP045,C00332,2026-11-25,101,145.2,774.2,Team C
CL00435,GVP133,C00444,2026-08-21,66,69.4,435.71,Team C
CL00436,GVP212,C00295,2025-10-06,68,119.8,641.03,Team C
CL00437,GVP044,C01374,2026-09-22,22,113.7,625.23,Team B
CL00438,GVP202,C00653,2025-05-19,90,125.3,645.55,Team D
CL00439,GVP287,C01736,2026-09-12,40,73.4,304.77,Team D
CL00440,GVP234,C03320,2025-07-04,65,190.2,1142.57,Team C
CL00441,GVP163,C00977,2025-08-20,36,61.5,430.25,Team A
CL00442,GVP263,C03177,2026-04-20,49,320,1759.29,Team D
CL00443,GVP119,C03083,2026-01-29,24,110.9,554.96,Team C
CL00444,GVP251,C02869,2026-09-07,41,90.3,565.19,Team B
CL00445,GVP141,C03546,2025-12-25,175,202.3,1012.03,Team B
CL00446,GVP083,C02322,2025-02-27,46,49.7,317.6,Team C
CL00447,GVP198,C00378,2025-09-17,48,124.4,688.45,Team A
CL00448,GVP130,C00573,2026-04-17,32,111.9,478.13,Team B
CL00449,GVP106,C03853,2025-07-10,99,78.1,464.68,Team B
CL00450,GVP044,C01673,2025-02-24,19,194.8,840.43,Team D
CL00451,GVP086,C03295,2025-06-08,63,125.2,744.51,Team D
CL00452,GVP210,C00934,2026-01-20,62,212.4,1203.22,Team C
CL00453,GVP068,C03440,2026-04-19,33,67.9,462.86,Team B
CL00454,GVP271,C03200,2025-07-03,166,70.3,400.06,Team D
CL00455,GVP019,C03799,2026-03-14,52,124.9,678.37,Team D
CL00456,GVP073,C00546,2026-11-08,70,131.8,592.79,Team A
CL00457,GVP014,C01144,2026-10-12,217,107.2,605.79,Team B
CL00458,GVP159,C01766,2026-04-27,47,110.9,609.39,Team B
CL00459,GVP286,C01397,2025-08-22,32,47.3,257.16,Team A
CL00460,GVP179,C03014,2026-04-19,54,64.3,467.98,Team B
CL00461,GVP236,C03621,2025-06-04,43,91.5,507.46,Team D
CL00462,GVP265,C02643,2026-04-04,43,68.7,468.09,Team B
CL00463,GVP066,C01479,2025-09-09,55,222.6,1070.54,Team C
CL00464,GVP257,C01441,2026-01-23,51,120.8,687.06,Team A
CL00465,GVP031,C03734,2026-12-20,23,224.8,1350.78,Team C
CL00466,GVP263,C00297,2025-08-02,70,93.1,398.36,Team B
CL00467,GVP067,C01191,2025-06-18,98,320,1426.55,Team B
CL00468,GVP258,C00324,2026-03-06,83,118.0,738.97,Team C
CL00469,GVP063,C02604,2026-01-17,47,63.9,403.43,Team D
CL00470,GVP019,C00942,2025-11-28,26,40.8,322.13,Team C
CL00471,GVP279,C02227,2025-11-21,28,295.6,1206.33,Team C
CL00472,GVP285,C03310,2025-11-09,42,207.6,967.38,Team C
CL00473,GVP007,C00842,2025-02-06,99,142.6,745.97,Team C
CL00474,GVP146,C02154,2025-04-29,66,31.3,224.74,Team B
CL00475,GVP044,C01273,2026-06-09,36,122.7,853.34,Team B
CL00476,GVP252,C03651,2025-01-17,36,123.7,537.18,Team B
CL00477,GVP040,C00061,2027-01-03,73,94.0,519.58,Team A
CL00478,GVP076,C01849,2025-10-06,56,153.0,683.82,Team B
CL00479,GVP284,C00936,2026-07-13,71,154.0,924.78,Team A
CL00480,GVP026,C02164,2026-02-09,115,26.1,289.87,Team B
CL00481,GVP063,C01076,2025-12-25,32,122.7,663.55,Team C
CL00482,GVP178,C03740,2025-06-16,64,126.1,655.37,Team D
CL00483,GVP292,C00279,2025-07-20,34,39.3,210.3,Team C
CL00484,GVP237,C03454,2025-05-29,55,83.3,361.9,Team C
CL00485,GVP003,C01568,2025-09-25,45,187.9,860.41,Team C
CL00486,GVP122,C00522,2025-10-18,272,224.7,1391.16,Team B
CL00487,GVP290,C01989,2025-08-16,46,78.5,598.75,Team A
CL00488,GVP044,C03260,2026-08-13,38,65.8,354.02,Team B
CL00489,GVP204,C02045,2026-05-08,19,135.7,757.81,Team B
CL00490,GVP069,C03135,2025-09-28,81,61.0,453.61,Team A
CL00491,GVP283,C01402,2025-08-18,51,128.3,598.52,Team A
CL00492,GVP257,C02618,2026-01-29,44,48.6,256.85,Team C
CL00493,GVP142,C01456,2025-06-08,63,234.1,1082.58,Team A
CL00494,GVP036,C01106,2026-07-13,70,174.0,846.76,Team A
CL00495,GVP089,C01128,2025-03-04,67,155.3,682.76,Team D
CL00496,GVP264,C02575,2026-08-23,21,85.3,474.55,Team D
CL00497,GVP244,C01858,2026-11-02,48,154.0,958.0,Team D
CL00498,GVP192,C00741,2026-04-25,52,184.9,766.64,Team A
CL00499,GVP059,C01577,2025-08-23,22,212.2,1103.35,Team B
CL00500,GVP086,C00038,2026-06-15,114,156.9,819.29,Team A
CL00501,GVP189,C00611,2025-11-02,73,122.7,639.72,Team B
CL00502,GVP272,C02547,2025-12-06,58,53.0,316.76,Team C
CL00503,GVP004,C00925,2026-04-02,41,113.7,596.45,Team C
CL00504,GVP247,C01288,2026-03-31,104,191.3,1077.11,Team C
CL00505,GVP134,C00932,2026-04-08,107,62.0,365.12,Team C
CL00506,GVP164,C03965,2025-10-27,15,102.8,680.92,Team A
CL00507,GVP154,C02188,2025-08-28,68,82.8,535.97,Team D
CL00508,GVP192,C02065,2026-09-07,60,118.6,717.83,Team B
CL00509,GVP115,C00301,2026-10-15,66,197.9,812.76,Team B
CL00510,GVP142,C00315,2026-09-18,48,200.3,954.96,Team C
CL00511,GVP272,C01019,2025-08-01,260,72.5,511.79,Team B
CL00512,GVP147,C03748,2025-09-08,57,139.5,766.0,Team A
CL00513,GVP186,C03938,2025-08-13,42,204.1,890.9,Team C
CL00514,GVP059,C01578,2025-01-30,125,74.5,367.05,Team D
CL00515,GVP203,C00055,2026-03-04,21,206.7,919.72,Team B
CL00516,GVP031,C03196,2025-06-09,41,143.6,856.43,Team C
CL00517,GVP292,C03111,2025-12-17,72,94.8,555.92,Team A
CL00518,GVP235,C01771,2025-03-06,86,93.2,586.12,Team A
CL00519,GVP067,C01716,2026-04-15,38,142.6,705.21,Team B
CL00520,GVP204,C03408,2026-06-10,46,22.2,222.11,Team C
CL00521,GVP010,C00641,2026-01-14,27,120.8,762.68,Team A
CL00522,GVP212,C03727,2026-06-07,99,152.2,774.1,Team A
CL00523,GVP001,C02510,2025-06-07,45,189.7,1015.94,Team C
CL00524,GVP142,C03486,2026-12-06,30,201.1,1151.95,Team D
CL00525,GVP264,C02351,2026-04-03,36,320,1476.76,Team A
CL00526,GVP047,C02105,2025-05-17,14,118.8,768.27,Team C
CL00527,GVP263,C02029,2025-06-26,156,213.2,1341.67,Team D
CL00528,GVP045,C02798,2025-05-01,88,320,1557.55,Team A
CL00529,GVP014,C03253,2025-01-02,34,109.3,488.13,Team D
CL00530,GVP271,C01508,2025-12-02,64,113.0,508.96,Team C
CL00531,GVP125,C00067,2025-12-02,34,33.7,183.85,Team A
CL00532,GVP007,C03658,2025-09-05,41,274.7,1238.86,Team A
CL00533,GVP012,C00389,2026-07-15,22,235.6,1278.33,Team A
CL00534,GVP289,C01323,2025-02-17,36,320,1725.89,Team D
CL00535,GVP040,C03070,2026-04-11,124,199.3,919.36,Team C
CL00536,GVP056,C01727,2026-05-13,62,145.6,742.67,Team B
CL00537,GVP253,C02474,2026-08-01,25,135.1,637.57,Team C
CL00538,GVP071,C01427,2025-03-23,19,83.9,485.78,Team C
CL00539,GVP211,C01871,2026-05-23,80,95.6,531.58,Team D
CL00540,GVP003,C00537,2025-07-02,57,80.0,415.16,Team A
CL00541,GVP063,C00336,2026-02-27,28,181.5,909.0,Team B
CL00542,GVP187,C02401,2026-06-03,24,158.1,715.97,Team C
CL00543,GVP265,C03742,2026-03-31,11,119.6,810.73,Team B
CL00544,GVP264,C02067,2025-01-12,61,163.9,959.44,Team D
CL00545,GVP296,C03743,2026-12-17,41,240.2,1236.34,Team C
CL00546,GVP067,C00039,2026-11-14,38,148.9,707.44,Team C
CL00547,GVP065,C03520,2025-03-03,72,85.3,452.64,Team B
CL00548,GVP135,C02252,2026-12-22,91,123.1,709.51,Team B
CL00549,GVP140,C02125,2025-10-29,54,60.3,284.05,Team B
CL00550,GVP173,C03314,2025-08-20,92,137.5,738.02,Team D
CL00551,GVP248,C01951,2026-11-07,128,58.1,425.45,Team D
CL00552,GVP245,C03907,2025-03-13,38,268.6,1154.26,Team A
CL00553,GVP070,C01657,2025-11-04,59,75.8,490.08,Team B
CL00554,GVP093,C00126,2026-10-21,40,191.8,1199.65,Team C
CL00555,GVP039,C03057,2025-07-11,57,209.6,884.94,Team C
CL00556,GVP077,C01583,2025-06-15,103,77.4,424.7,Team C
CL00557,GVP015,C00531,2025-03-16,35,241.1,1199.09,Team B
CL00558,GVP297,C00516,2025-11-27,34,130.5,778.93,Team C
CL00559,GVP112,C01665,2025-12-24,76,93.7,619.69,Team C
CL00560,GVP003,C01290,2025-03-15,58,103.0,522.91,Team C
CL00561,GVP258,C02591,2025-02-16,67,84.9,581.48,Team C
CL00562,GVP054,C01420,2025-08-31,65,68.4,512.1,Team D
CL00563,GVP202,C01981,2025-03-01,80,174.8,998.12,Team A
CL00564,GVP007,C03155,2026-08-31,97,133.6,716.43,Team C
CL00565,GVP039,C01281,2025-06-27,88,316.7,1698.53,Team A
CL00566,GVP077,C00212,2025-10-20,79,161.5,950.07,Team C
CL00567,GVP155,C03184,2025-05-28,84,102.5,714.21,Team C
CL00568,GVP068,C03645,2025-09-28,42,55.3,341.8,Team B
CL00569,GVP066,C03221,2025-08-06,39,310.7,1462.93,Team B
CL00570,GVP253,C02210,2025-10-22,23,29.0,273.56,Team B
CL00571,GVP200,C03908,2026-07-27,51,94.9,548.36,Team C
CL00572,GVP300,C03380,2025-03-21,52,72.4,360.83,Team C
CL00573,GVP069,C00313,2025-02-08,47,101.7,544.51,Team A
CL00574,GVP071,C00922,2025-01-21,26,113.1,657.21,Team D
CL00575,GVP044,C01913,2026-04-28,61,76.5,508.97,Team B
CL00576,GVP052,C03620,2026-03-04,35,124.2,828.9,Team B
CL00577,GVP244,C02826,2025-09-02,56,184.5,869.39,Team A
CL00578,GVP289,C03080,2025-05-29,16,76.1,387.9,Team B
CL00579,GVP060,C02716,2026-10-04,19,62.1,325.35,Team B
CL00580,GVP018,C00322,2026-12-08,65,263.1,1413.99,Team D
CL00581,GVP023,C03006,2025-03-05,27,65.3,442.06,Team C
CL00582,GVP261,C01828,2026-08-07,33,57.8,384.86,Team B
CL00583,GVP234,C00050,2026-05-12,19,167.8,895.36,Team B
CL00584,GVP169,C03340,2026-12-01,127,134.7,852.24,Team B
CL00585,GVP070,C00794,2026-09-14,32,209.5,1201.94,Team C
CL00586,GVP298,C01195,2026-06-10,35,80.4,508.86,Team C
CL00587,GVP198,C01226,2026-10-23,10,144.2,851.3,Team A
CL00588,GVP114,C03458,2025-10-18,40,181.5,725.38,Team C
CL00589,GVP263,C02208,2026-09-15,106,105.8,663.64,Team C
CL00590,GVP147,C00670,2026-10-26,20,217.2,937.17,Team B
CL00591,GVP271,C03811,2025-12-20,39,115.1,692.56,Team C
CL00592,GVP036,C02152,2025-11-18,97,62.5,505.32,Team C
CL00593,GVP224,C03649,2025-03-24,39,169.1,889.84,Team B
CL00594,GVP294,C01006,2025-02-22,42,77.2,409.08,Team C
CL00595,GVP115,C00528,2025-08-12,29,255.3,1339.58,Team C
CL00596,GVP235,C02160,2025-06-07,49,134.5,734.3,Team A
CL00597,GVP270,C03731,2025-09-26,63,210.0,872.66,Team B
CL00598,GVP053,C01861,2025-10-06,18,125.3,634.31,Team A
CL00599,GVP203,C03910,2025-04-14,49,132.9,823.7,Team C
CL00600,GVP007,C02936,2026-11-24,43,320,1841.18,Team A
CL00601,GVP234,C03877,2025-09-23,84,51.0,336.41,Team C
CL00602,GVP124,C02179,2025-01-22,33,196.8,1004.81,Team D
CL00603,GVP115,C03950,2025-02-13,51,88.7,484.06,Team B
CL00604,GVP190,C00761,2026-01-21,25,71.7,458.29,Team B
CL00605,GVP132,C03670,2026-08-13,54,69.6,358.18,Team B
CL00606,GVP159,C03018,2025-12-30,45,52.6,298.26,Team B
CL00607,GVP211,C02898,2025-08-02,104,142.0,818.72,Team C
CL00608,GVP293,C03255,2026-02-11,74,107.9,660.41,Team C
CL00609,GVP115,C01889,2026-01-11,97,87.1,512.13,Team A
CL00610,GVP137,C00593,2026-05-18,74,83.6,443.92,Team A
CL00611,GVP283,C02805,2026-07-29,23,142.6,724.92,Team D
CL00612,GVP164,C03527,2026-03-22,77,208.7,1191.64,Team B
CL00613,GVP203,C01077,2026-09-05,56,113.8,718.19,Team A
CL00614,GVP033,C01974,2026-01-22,44,280.9,1307.44,Team D
CL00615,GVP142,C01472,2025-11-22,34,67.5,527.95,Team A
CL00616,GVP019,C03861,2025-07-11,38,133.2,685.69,Team A
CL00617,GVP281,C02129,2025-08-07,69,172.0,698.08,Team B
CL00618,GVP139,C01328,2025-08-12,31,79.1,492.43,Team D
CL00619,GVP162,C00030,2025-03-03,49,137.5,889.66,Team B
CL00620,GVP190,C03855,2025-01-05,44,142.8,770.51,Team B
CL00621,GVP252,C00186,2025-03-23,58,119.5,803.18,Team A
CL00622,GVP002,C01809,2025-08-24,83,83.2,599.66,Team A
CL00623,GVP116,C02038,2025-07-22,34,97.9,578.81,Team C
CL00624,GVP162,C03013,2026-07-19,67,101.4,547.02,Team C
CL00625,GVP108,C00287,2026-11-02,40,80.5,470.76,Team C
CL00626,GVP053,C02748,2026-04-07,167,65.3,352.49,Team D
CL00627,GVP225,C03725,2026-12-27,40,56.6,374.99,Team D
CL00628,GVP040,C02499,2026-11-23,37,102.2,606.73,Team A
CL00629,GVP172,C02801,2026-07-01,33,63.6,440.06,Team B
CL00630,GVP296,C01409,2026-02-23,76,138.9,909.55,Team D
CL00631,GVP165,C00948,2026-09-02,198,70.4,353.92,Team B
CL00632,GVP253,C01470,2026-11-22,26,320,1232.07,Team B
CL00633,GVP010,C00812,2026-07-01,14,55.5,292.7,Team C
CL00634,GVP275,C03336,2025-09-27,56,88.5,519.95,Team C
CL00635,GVP277,C01216,2026-08-02,55,104.0,623.55,Team D
CL00636,GVP032,C03577,2025-07-22,75,49.4,318.3,Team D
CL00637,GVP230,C00264,2026-08-08,20,241.6,1231.88,Team A
CL00638,GVP153,C03998,2026-01-05,53,57.9,357.48,Team D
CL00639,GVP259,C02107,2026-09-02,193,152.6,803.58,Team B
CL00640,GVP001,C00703,2026-10-10,36,89.2,570.88,Team C
CL00641,GVP231,C00296,2026-11-04,47,160.8,1018.62,Team A
CL00642,GVP243,C00432,2025-10-06,100,73.2,345.84,Team C
CL00643,GVP116,C02429,2026-02-04,29,64.0,445.16,Team B
CL00644,GVP122,C02090,2026-07-15,14,151.4,764.92,Team B
CL00645,GVP214,C03603,2025-10-27,76,125.0,754.95,Team B
CL00646,GVP102,C00013,2026-12-05,34,189.5,1002.26,Team A
CL00647,GVP154,C02988,2025-04-26,86,134.8,676.8,Team D
CL00648,GVP091,C02246,2026-04-19,133,90.6,612.11,Team C
CL00649,GVP091,C03366,2025-09-02,111,157.3,813.24,Team A
CL00650,GVP077,C00831,2025-01-18,27,73.0,377.96,Team B
CL00651,GVP190,C00384,2026-09-03,45,145.4,812.29,Team D
CL00652,GVP135,C01789,2025-07-23,55,221.8,1264.91,Team D
CL00653,GVP115,C02452,2025-08-26,48,80.0,500.72,Team D
CL00654,GVP292,C01444,2026-02-25,19,190.8,1096.92,Team B
CL00655,GVP168,C03920,2025-10-31,51,70.5,403.98,Team D
CL00656,GVP007,C02048,2026-02-13,59,100.2,505.48,Team C
CL00657,GVP021,C03473,2025-04-30,67,99.4,518.93,Team B
CL00658,GVP290,C03166,2025-11-07,27,320,1700.11,Team D
CL00659,GVP220,C00774,2025-06-02,30,115.4,621.18,Team C
CL00660,GVP088,C00731,2025-07-28,73,120.9,562.65,Team A
CL00661,GVP031,C01371,2025-10-14,55,220.9,1168.01,Team D
CL00662,GVP122,C01671,2026-09-25,62,203.9,1001.89,Team D
CL00663,GVP270,C03266,2025-06-10,59,128.0,816.66,Team A
CL00664,GVP094,C03011,2026-06-26,24,91.9,646.92,Team B
CL00665,GVP294,C01360,2026-11-23,77,126.4,673.82,Team B
CL00666,GVP018,C01525,2025-09-08,49,112.8,595.09,Team C
CL00667,GVP235,C02973,2026-08-15,99,137.6,790.26,Team B
CL00668,GVP024,C00335,2026-06-29,92,183.4,868.83,Team C
CL00669,GVP237,C00377,2025-10-29,43,120.3,753.4,Team A
CL00670,GVP118,C02289,2025-04-01,61,113.2,554.05,Team B
CL00671,GVP049,C01047,2025-06-23,37,320,1577.32,Team A
CL00672,GVP189,C00640,2025-06-24,66,167.4,845.84,Team B
CL00673,GVP251,C01379,2025-03-03,77,74.5,441.22,Team C
CL00674,GVP295,C03586,2026-11-19,38,61.8,279.9,Team B
CL00675,GVP019,C03256,2025-02-17,81,178.5,1044.75,Team B
CL00676,GVP088,C00775,2025-09-03,16,72.4,348.35,Team A
CL00677,GVP001,C00433,2026-09-25,17,84.4,504.96,Team C
CL00678,GVP005,C03197,2025-09-10,192,83.6,547.35,Team B
CL00679,GVP073,C00159,2025-08-02,97,123.8,600.14,Team B
CL00680,GVP057,C03086,2025-02-07,76,80.3,476.27,Team B
CL00681,GVP136,C01580,2026-10-19,31,234.3,1361.19,Team D
CL00682,GVP227,C00618,2026-09-30,26,203.4,1090.92,Team C
CL00683,GVP012,C03101,2026-03-29,35,51.2,431.85,Team A
CL00684,GVP292,C02951,2025-01-14,145,78.9,487.11,Team A
CL00685,GVP224,C01775,2025-10-26,30,120.2,681.54,Team C
CL00686,GVP219,C01873,2026-05-19,78,317.2,1464.3,Team C
CL00687,GVP002,C00014,2026-04-03,35,295.3,1795.75,Team B
CL00688,GVP287,C02902,2025-03-01,39,308.5,1417.25,Team B
CL00689,GVP220,C02435,2026-03-13,43,74.5,479.0,Team A
CL00690,GVP271,C01863,2026-03-09,30,64.8,338.03,Team A
CL00691,GVP117,C00421,2025-08-13,98,127.6,625.12,Team A
CL00692,GVP066,C00344,2026-12-26,21,240.9,1259.17,Team B
CL00693,GVP199,C02647,2026-10-28,12,102.4,586.46,Team C
CL00694,GVP083,C01900,2026-11-19,34,234.5,1114.57,Team C
CL00695,GVP087,C00993,2025-12-31,51,295.5,1685.43,Team C
CL00696,GVP248,C01850,2025-11-03,153,115.9,630.52,Team B
CL00697,GVP026,C02948,2025-06-16,88,73.5,413.86,Team C
CL00698,GVP291,C03142,2026-01-31,31,161.9,844.29,Team B
CL00699,GVP015,C00902,2025-03-22,54,114.2,627.33,Team B
CL00700,GVP112,C02970,2025-11-11,46,67.5,473.31,Team C
CL00701,GVP086,C01158,2025-05-15,55,158.3,704.82,Team D
CL00702,GVP109,C02795,2026-06-30,34,141.8,744.57,Team C
CL00703,GVP214,C00022,2025-12-11,74,308.0,1731.97,Team D
CL00704,GVP028,C00045,2026-06-09,37,28.2,284.78,Team D
CL00705,GVP264,C03351,2025-04-16,29,107.5,463.42,Team B
CL00706,GVP275,C03946,2025-12-31,28,124.2,642.8,Team A
CL00707,GVP107,C03597,2025-11-22,74,66.4,358.02,Team C
CL00708,GVP134,C02556,2025-07-07,40,66.4,310.83,Team C
CL00709,GVP292,C00068,2026-10-04,81,110.6,588.58,Team C
CL00710,GVP286,C00497,2025-01-06,77,93.9,489.69,Team D
CL00711,GVP025,C01917,2025-08-26,65,320,1648.76,Team A
CL00712,GVP031,C02191,2026-10-30,22,260.9,1273.07,Team C
CL00713,GVP135,C00627,2026-11-14,63,174.8,893.76,Team B
CL00714,GVP192,C03332,2025-07-15,38,109.9,643.84,Team A
CL00715,GVP111,C03944,2026-12-29,42,97.2,593.28,Team B
CL00716,GVP091,C03887,2026-11-30,40,249.9,1142.84,Team A
CL00717,GVP112,C02251,2026-12-16,36,290.6,1740.62,Team C
CL00718,GVP144,C03213,2026-11-30,32,148.3,946.58,Team A
CL00719,GVP209,C01376,2025-09-27,38,67.8,475.09,Team D
CL00720,GVP019,C03772,2026-10-23,28,165.2,794.92,Team D
CL00721,GVP296,C03072,2026-08-15,64,136.8,734.92,Team C
CL00722,GVP216,C02823,2025-11-18,46,42.7,249.69,Team D
CL00723,GVP050,C00633,2026-12-17,86,64.4,425.39,Team C
CL00724,GVP152,C01719,2025-08-03,45,76.9,528.3,Team C
CL00725,GVP057,C01339,2025-11-01,72,47.0,332.55,Team B
CL00726,GVP244,C02385,2026-07-02,18,198.6,1166.1,Team B
CL00727,GVP274,C03436,2026-08-26,72,142.7,876.3,Team D
CL00728,GVP210,C00181,2026-05-12,81,57.9,373.56,Team B
CL00729,GVP027,C00687,2026-01-07,28,94.0,555.68,Team C
CL00730,GVP198,C00252,2026-12-04,79,111.0,594.78,Team D
CL00731,GVP112,C01413,2025-09-04,45,251.7,1373.2,Team D
CL00732,GVP220,C00565,2026-02-03,40,63.5,446.6,Team B
CL00733,GVP143,C03994,2025-04-27,25,58.3,346.24,Team C
CL00734,GVP264,C03262,2026-03-08,121,121.0,684.07,Team D
CL00735,GVP147,C03962,2025-03-06,38,59.6,281.62,Team A
CL00736,GVP112,C00594,2026-04-30,52,304.6,1366.2,Team D
CL00737,GVP166,C02734,2025-10-20,82,197.9,980.77,Team D
CL00738,GVP224,C02590,2025-06-29,66,112.3,616.81,Team C
CL00739,GVP216,C03638,2025-01-31,60,65.5,415.73,Team D
CL00740,GVP283,C00796,2025-08-12,31,93.1,581.31,Team B
CL00741,GVP252,C02555,2026-01-09,32,164.1,1002.13,Team B
CL00742,GVP117,C03997,2025-09-22,36,91.2,544.53,Team B
CL00743,GVP001,C02981,2025-02-12,30,272.1,1428.97,Team D
CL00744,GVP167,C01356,2025-03-04,16,126.4,841.32,Team A
CL00745,GVP047,C01629,2026-07-22,67,112.0,698.81,Team D
CL00746,GVP284,C02374,2025-05-06,44,79.4,366.99,Team C
CL00747,GVP031,C01233,2026-11-28,26,42.8,315.48,Team B
CL00748,GVP225,C02375,2025-08-24,83,36.4,247.51,Team A
CL00749,GVP191,C00035,2026-01-07,20,140.0,769.76,Team D
CL00750,GVP234,C01907,2026-01-31,63,233.0,1189.71,Team D
CL00751,GVP168,C03613,2026-12-19,78,169.4,733.73,Team C
CL00752,GVP141,C00422,2026-11-27,92,129.8,598.5,Team C
CL00753,GVP161,C00704,2025-12-06,20,54.5,327.27,Team B
CL00754,GVP110,C03425,2025-01-07,74,130.2,732.82,Team A
CL00755,GVP190,C03494,2025-09-23,112,129.7,832.14,Team A
CL00756,GVP282,C02411,2025-05-21,68,191.2,1077.17,Team C
CL00757,GVP228,C03308,2026-04-29,23,45.1,359.4,Team B
CL00758,GVP195,C01105,2025-05-29,19,68.7,507.5,Team B
CL00759,GVP258,C02952,2025-12-30,24,83.9,420.09,Team A
CL00760,GVP251,C02337,2026-11-07,71,311.4,1287.17,Team C
CL00761,GVP273,C03600,2026-12-19,86,67.6,428.04,Team B
CL00762,GVP126,C01933,2025-08-11,89,116.8,568.56,Team A
CL00763,GVP177,C00572,2026-10-24,22,91.3,544.19,Team D
CL00764,GVP108,C02237,2026-08-20,62,71.8,487.57,Team A
CL00765,GVP148,C02546,2025-08-12,36,78.3,467.25,Team D
CL00766,GVP200,C03528,2026-01-21,66,196.0,1003.88,Team C
CL00767,GVP139,C01844,2026-08-05,40,81.8,421.53,Team B
CL00768,GVP277,C03903,2025-10-10,57,83.1,448.1,Team C
CL00769,GVP296,C02109,2025-05-07,9,66.9,535.32,Team C
CL00770,GVP212,C00535,2026-04-01,221,123.3,818.57,Team B
CL00771,GVP141,C03977,2026-03-27,25,91.6,437.97,Team D
CL00772,GVP044,C03709,2026-11-30,42,168.8,790.95,Team A
CL00773,GVP136,C00286,2026-10-26,34,82.4,454.99,Team D
CL00774,GVP147,C02207,2025-02-21,66,238.3,1430.7,Team B
CL00775,GVP012,C03335,2026-12-17,31,86.7,574.19,Team D
CL00776,GVP072,C02349,2026-06-09,31,120.1,532.18,Team A
CL00777,GVP142,C01793,2025-05-19,33,69.1,344.72,Team D
CL00778,GVP137,C01157,2026-05-13,72,88.7,456.56,Team B
CL00779,GVP096,C02759,2025-01-14,140,88.4,452.9,Team C
CL00780,GVP296,C02929,2026-07-25,148,105.4,477.13,Team C
CL00781,GVP294,C00049,2026-09-25,48,289.9,1382.33,Team C
CL00782,GVP146,C01537,2025-06-17,81,104.9,556.8,Team A
CL00783,GVP294,C02180,2025-04-27,38,187.0,986.69,Team B
CL00784,GVP077,C03153,2025-04-26,28,119.5,712.63,Team C
CL00785,GVP039,C03884,2026-10-26,36,43.4,247.03,Team D
CL00786,GVP287,C01103,2025-07-20,65,320,1680.44,Team A
CL00787,GVP264,C01697,2026-11-24,136,105.7,650.02,Team A
CL00788,GVP152,C03226,2026-09-11,66,154.5,743.7,Team D
CL00789,GVP252,C01272,2026-11-09,51,290.6,1771.8,Team C
CL00790,GVP126,C00515,2026-09-28,46,100.4,512.22,Team A
CL00791,GVP219,C01155,2025-09-23,75,234.2,1335.3,Team B
